"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 37B,LEGS 47,LEGS 02A,LEGS 45,LEGS 26,LEGS 08,LEGS 28,LEGS 03B,LEGS 13,LEGS 12B,LEGS 17,LEGS 34A,LEGS 04B,LEGS 07,LEGS 29B,LEGS 34B,LEGS 21,LEGS 04A,LEGS 18,LEGS 11,LEGS 38B,LEGS 16,LEGS 19,LEGS 22,LEGS 31,LEGS 44,LEGS 20,LEGS 23A,LEGS 02C,LEGS 09B,LEGS 36,LEGS 03A,LEGS 09A,LEGS 39,LEGS 32,LEGS 43,LEGS 10,LEGS 25,LEGS 42,LEGS 29A,LEGS 12A,LEGS 14,LEGS 15,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 01B,LEGS 37A,LEGS 01A,LEGS 40,LEGS 41,LEGS 24,LEGS 06,LEGS 35B,LEGS 01C,LEGS 05A,LEGS 33A,LEGS 30,LEGS 33B,LEGS 27A,LEGS 05B,LEGS 38A,LEGS 23B,LEGS 02B
1,00,"Mary Washington",DEM,House of Delegates,43,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,43,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Keith E. Haynes",DEM,House of Delegates,44,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,12132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Keiffer J. Mitchell, Jr.",DEM,House of Delegates,44,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,12222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Melvin L. Stukes",DEM,House of Delegates,44,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,11307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Brian D. Jones",REP,House of Delegates,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Trae Lewis",REP,House of Delegates,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,1036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,44,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Talmadge Branch",DEM,House of Delegates,45,Y,,,,,15874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Cheryl D. Glenn",DEM,House of Delegates,45,Y,,,,,15500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Hattie N. Harrison",DEM,House of Delegates,45,Y,,,,,14923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Rick Saffery",REP,House of Delegates,45,,,,,,2432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Larry O. Wardlow, Jr.",REP,House of Delegates,45,,,,,,2280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Ronald M. Owens-Bey",LIB,House of Delegates,45,,,,,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,45,,Y,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Luke Clippinger",DEM,House of Delegates,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11899,,,,,,,,,,,,,,,,,,,,,
1,00,"Peter A. Hammen",DEM,House of Delegates,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12908,,,,,,,,,,,,,,,,,,,,,
1,00,"Brian K. McHale",DEM,House of Delegates,46,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12584,,,,,,,,,,,,,,,,,,,,,
1,00,"Roger Bedingfield",REP,House of Delegates,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6346,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,46,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,,,,,,,,,,,,,,,,,,,,,
1,00,"Jolene Ivey",DEM,House of Delegates,47,Y,,,12126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Doyle Niemann",DEM,House of Delegates,47,Y,,,9945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Michael Summers",DEM,House of Delegates,47,Y,,,10361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Rachel Audi",REP,House of Delegates,47,,,,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Anthony Cicoria",DEM,House of Delegates,47,,Y,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,00,"Other Write-Ins",BOT,House of Delegates,47,,Y,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,02,"Joanna L. Conti",DEM,County Executive,,,,,,,,,,,,,,,,,,,,3517,,,,,,,,13240,,,,,,,,,,16406,,,,,,,,,,,,,,,,,,,,,,,11871,17151,5548,,,,,
1,02,"John R. Leopold",REP,County Executive,,Y,,,,,,,,,,,,,,,,,,2010,,,,,,,,20211,,,,,,,,,,14735,,,,,,,,,,,,,,,,,,,,,,,16032,18984,8043,,,,,
1,02,"Mike Shay",GRN,County Executive,,,,,,,,,,,,,,,,,,,,207,,,,,,,,1637,,,,,,,,,,1390,,,,,,,,,,,,,,,,,,,,,,,1444,2772,1079,,,,,
1,02,"John Williams, Jr.",REP,County Executive,,,Y,,,,,,,,,,,,,,,,,0,,,,,,,,31,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,8,2,0,,,,,
1,02,"Other Write-Ins",BOT,County Executive,,,Y,,,,,,,,,,,,,,,,,10,,,,,,,,43,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,42,45,19,,,,,
1,04,"Kevin Kamenetz",DEM,County Executive,,Y,,,,,,,15671,,,,,,,,9745,,,,,,26505,,,,,,,,,,,,,,,,,26780,,17499,,8115,,,,,,,,,,,,,11341,,,,,,,,5406,,,
1,04,"Kenneth C. Holt",REP,County Executive,,,,,,,,,19303,,,,,,,,17824,,,,,,13922,,,,,,,,,,,,,,,,,4830,,17605,,9266,,,,,,,,,,,,,14434,,,,,,,,12484,,,
1,04,"Other Write-Ins",BOT,County Executive,,,Y,,,,,,63,,,,,,,,20,,,,,,69,,,,,,,,,,,,,,,,,57,,42,,25,,,,,,,,,,,,,32,,,,,,,,18,,,
1,13,"David R. Craig",REP,County Executive,,Y,,,,,,,,,,,,,14424,,7866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24189,,,,,,,,10783,,,,,,,,,,
1,13,"Mark Fisher",CON,County Executive,,,,,,,,,,,,,,,5055,,1879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4863,,,,,,,,2053,,,,,,,,,,
1,13,"Fred Silva",REP,County Executive,,,Y,,,,,,,,,,,,31,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,,,,,,,,19,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Executive,,,Y,,,,,,,,,,,,168,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,,,,,,,,51,,,,,,,,,,
1,14,"Ken Ulman",DEM,County Executive,,Y,,,,,,,,,,24719,8334,,,,,,,,,,,,,,,,,,,,,,,15989,,,,,,,,2975,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Trent Kittleman",REP,County Executive,,,,,,,,,,,,12246,2988,,,,,,,,,,,,,,,,,,,,,,,14938,,,,,,,,2178,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,County Executive,,,Y,,,,,,,,,35,7,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Ike Leggett",DEM,County Executive,,Y,,,,,,,,,,,,16260,,,,,,,,20641,,,24846,17654,,,,17764,,,,,,,14461,,,,,,,,18218,18398,,,,,,,,,,,,,,,,,,,,,,
1,16,"Douglas E. Rosenfeld",REP,County Executive,,,,,,,,,,,,,,9424,,,,,,,,8470,,,11235,10547,,,,3879,,,,,,,8955,,,,,,,,13799,14809,,,,,,,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,County Executive,,,Y,,,,,,,,,,,80,,,,,,,,80,,,76,65,,,,66,,,,,,,69,,,,,,,,74,75,,,,,,,,,,,,,,,,,,,,,,
1,17,"Rushern L. Baker, III",DEM,County Executive,,Y,,,13147,,,23154,,,,,,,,,,,,13238,,,,,,,17203,,,,16602,,,,,,,,,,24164,,,,,,,,,,,,,,,20601,,,,,,,,20154,,,10280,
1,17,"Other Write-Ins",BOT,County Executive,,,Y,,82,,,115,,,,,,,,,,,,159,,,,,,,119,,,,198,,,,,,,,,,122,,,,,,,,,,,,,,,90,,,,,,,,187,,,80,
1,23,"Richard M. Pollitt, Jr.",DEM,County Executive,,Y,,1488,,,,,,,,,,,,,,,,,,,,4013,,,,,,,,,,,,,,,,,,,,,,,,,,,,3870,,,,,,,,,,,,,,2461,,
1,23,"Joe Ollinger",REP,County Executive,,,,1869,,,,,,,,,,,,,,,,,,,,4636,,,,,,,,,,,,,,,,,,,,,,,,,,,,2330,,,,,,,,,,,,,,2492,,
1,23,"Other Write-Ins",BOT,County Executive,,,Y,2,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,6,,
1,13,"Billy Boniface",REP,Pres County Council,,Y,,,,,,,,,,,,,16405,,8670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26738,,,,,,,,11653,,,,,,,,,,
1,13,"Joseph Leonard Delozier",DEM,Pres County Council,,,Y,,,,,,,,,,,,201,,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,,,,,,,,59,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Pres County Council,,,Y,,,,,,,,,,,,282,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,,,,,,,,110,,,,,,,,,,
1,09,"Candice Quinn Kelly",DEM,Pres County Commission,,Y,,,,,,,,24052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Jack Cheseldine",REP,Pres County Commission,,,,,,,,,,13206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,,,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Other Write-Ins",BOT,Pres County Commission,,,Y,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Jack Russell",DEM,Pres County Commission,,Y,,,,,,,,,,,,,,,,6607,,,,,,,,,,,,,,,,,,,,,,,,,5411,,,,,,1256,,,,,,,,,,,,,,,,,,,
1,19,"Thomas F. McKay",REP,Pres County Commission,,,,,,,,,,,,,,,,,,5805,,,,,,,,,,,,,,,,,,,,,,,,,6083,,,,,,1463,,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Pres County Commission,,,Y,,,,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,13,,,,,,,,,,,,,,,,,,,
1,21,"Peter L. Councell",DEM,County Council,,,,3509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Thomas G. Duncan",DEM,County Council,,Y,,4560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Philip Carey Foster",DEM,County Council,,,,3796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Levin Buddy F. Harrison, IV",DEM,County Council,,,,4666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Hilary Spence",DEM,County Council,,,,4346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Dirck Bartlett",REP,County Council,,Y,,5672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Andrew Hollis",REP,County Council,,Y,,6577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Corey W. Pack",REP,County Council,,Y,,6546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Laura E. Price",REP,County Council,,Y,,5310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Cathy Watts",REP,County Council,,,,4188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,County Council,,,Y,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Bill DuVall",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4119,,610,,,,,,2464,,,,,,,,,
1,01,"Ed Hedrick",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2663,,310,,,,,,1726,,,,,,,,,
1,01,"Tom Striplin",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4952,,1010,,,,,,2634,,,,,,,,,
1,01,"Creade Brodie, Jr.",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6184,,1994,,,,,,2762,,,,,,,,,
1,01,"Mike McKay",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6262,,1456,,,,,,3390,,,,,,,,,
1,01,"Bill Valentine",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4789,,1143,,,,,,2780,,,,,,,,,
1,01,"Rick Atkinson",DEM,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,5,,,,,,40,,,,,,,,,
1,01,"Randall Mellotte",REP,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,,,,,,11,,,,,,,,,
1,01,"Frank K. Nethken",REP,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,3,,,,,,9,,,,,,,,,
1,01,"Other Write-Ins",BOT,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,3,,,,,,15,,,,,,,,,
1,05,"Kimberly Mackall",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4724,3876,,,,,,,,,,,,,,,1229,,,,
1,05,"Kelly D. McConkey",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5045,3080,,,,,,,,,,,,,,,1807,,,,
1,05,"Wilson H. Parran",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5325,3856,,,,,,,,,,,,,,,1582,,,,
1,05,"William J. Bill Phalen",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3918,2474,,,,,,,,,,,,,,,1434,,,,
1,05,"Barbara A. Stinnett",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4900,3015,,,,,,,,,,,,,,,1428,,,,
1,05,"Gerald W. Jerry Clark",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5245,3942,,,,,,,,,,,,,,,1986,,,,
1,05,"Pat Nutter",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6257,4306,,,,,,,,,,,,,,,2214,,,,
1,05,"Susan Shaw",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6286,4476,,,,,,,,,,,,,,,2290,,,,
1,05,"Evan Slaughenhoupt",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5295,3787,,,,,,,,,,,,,,,2035,,,,
1,05,"Steve Weems",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5658,4998,,,,,,,,,,,,,,,1827,,,,
1,05,"V. Charles Donnelly",UNF,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097,2059,,,,,,,,,,,,,,,683,,,,
1,05,"Linda Kelley",REP,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1177,591,,,,,,,,,,,,,,,598,,,,
1,05,"Rich Falcone",LIB,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,20,,,,,,,,,,,,,,,11,,,,
1,05,"Other Write-Ins",BOT,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,56,,,,,,,,,,,,,,,20,,,,
1,06,"James Brown",DEM,County Commissioner,,,,1130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Marty Gangemi",DEM,County Commissioner,,,,1789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1459,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Terenda V. Thomas",DEM,County Commissioner,,,,1001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Jeff Ghrist",REP,County Commissioner,,Y,,2673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Wilbur Levengood, Jr.",REP,County Commissioner,,Y,,2148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Larry C. Porter",REP,County Commissioner,,Y,,2302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"John W. Cole",UNF,County Commissioner,,,Y,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,County Commissioner,,,Y,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Ellis Burruss",DEM,County Commissioner,,,,,,,,,,,5743,,,,,565,,,,,6647,,,,,,,,,,,,,,8732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Kai John Hagen",DEM,County Commissioner,,,,,,,,,,,6566,,,,,649,,,,,8878,,,,,,,,,,,,,,10660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Michael Kurtianyk",DEM,County Commissioner,,,,,,,,,,,5343,,,,,540,,,,,7879,,,,,,,,,,,,,,9404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Linda M. Norris",DEM,County Commissioner,,,,,,,,,,,6373,,,,,652,,,,,8561,,,,,,,,,,,,,,10260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Janice Wiles",DEM,County Commissioner,,,,,,,,,,,5302,,,,,567,,,,,6622,,,,,,,,,,,,,,8464,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Kirby Delauter",REP,County Commissioner,,Y,,,,,,,,,7604,,,,,1189,,,,,15009,,,,,,,,,,,,,,9280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"David P. Gray",REP,County Commissioner,,Y,,,,,,,,,7803,,,,,1201,,,,,14489,,,,,,,,,,,,,,9546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Billy Shreve",REP,County Commissioner,,Y,,,,,,,,,7927,,,,,1217,,,,,15118,,,,,,,,,,,,,,9680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Paul Smith",REP,County Commissioner,,Y,,,,,,,,,7972,,,,,1251,,,,,15232,,,,,,,,,,,,,,10121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Blaine R. Young",REP,County Commissioner,,Y,,,,,,,,,8793,,,,,1338,,,,,16529,,,,,,,,,,,,,,11016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Elaine Kessinger",REP,County Commissioner,,,Y,,,,,,,,92,,,,,11,,,,,179,,,,,,,,,,,,,,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,County Commissioner,,,Y,,,,,,,,70,,,,,6,,,,,122,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Steven G. Atkinson",DEM,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Ronald H. Fithian",DEM,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"William W. Pickrum",DEM,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Walter T. Coryell",REP,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Alexander P. Rasin",REP,County Commissioner,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3569,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"William Billy A. Short",REP,County Commissioner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,County Commissioner,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Kristin B. Aleshire",DEM,County Commissioner,,,,,,6353,,,,,254,,,,,,,,,,,,,,,,,,,,,4530,,,,,,,,,,,,,,,,,,,,,,,,,,,1746,,,,,,,,,5644
1,22,"Terry Baker",REP,County Commissioner,,Y,,,,8396,,,,,338,,,,,,,,,,,,,,,,,,,,,4348,,,,,,,,,,,,,,,,,,,,,,,,,,,2947,,,,,,,,,7066
1,22,"John F. Barr",REP,County Commissioner,,Y,,,,8252,,,,,311,,,,,,,,,,,,,,,,,,,,,4426,,,,,,,,,,,,,,,,,,,,,,,,,,,2536,,,,,,,,,7130
1,22,"Ruth Anne Callaham",REP,County Commissioner,,Y,,,,7418,,,,,301,,,,,,,,,,,,,,,,,,,,,4060,,,,,,,,,,,,,,,,,,,,,,,,,,,2252,,,,,,,,,6284
1,22,"Jeff Cline",REP,County Commissioner,,Y,,,,8092,,,,,336,,,,,,,,,,,,,,,,,,,,,4153,,,,,,,,,,,,,,,,,,,,,,,,,,,2809,,,,,,,,,6825
1,22,"Bill McKinley",REP,County Commissioner,,Y,,,,7851,,,,,290,,,,,,,,,,,,,,,,,,,,,3989,,,,,,,,,,,,,,,,,,,,,,,,,,,2579,,,,,,,,,6496
1,22,"Joe Lane",GRN,County Commissioner,,,,,,3329,,,,,138,,,,,,,,,,,,,,,,,,,,,1924,,,,,,,,,,,,,,,,,,,,,,,,,,,791,,,,,,,,,2987
1,22,"Other Write-Ins",BOT,County Commissioner,,,Y,,,113,,,,,5,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,69
1,16,"Marc Elrich",DEM,County Council At Large,,Y,,,,,,,,,,,,16255,,,,,,,,19952,,,24042,17100,,,,16960,,,,,,,14233,,,,,,,,17725,18333,,,,,,,,,,,,,,,,,,,,,,
1,16,"Nancy Floreen",DEM,County Council At Large,,Y,,,,,,,,,,,,16162,,,,,,,,19511,,,23791,17260,,,,16313,,,,,,,14325,,,,,,,,17880,18273,,,,,,,,,,,,,,,,,,,,,,
1,16,"George L. Leventhal",DEM,County Council At Large,,Y,,,,,,,,,,,,15563,,,,,,,,18443,,,22596,16478,,,,15860,,,,,,,13532,,,,,,,,17044,17513,,,,,,,,,,,,,,,,,,,,,,
1,16,"Hans Riemer",DEM,County Council At Large,,Y,,,,,,,,,,,,15035,,,,,,,,18746,,,22476,15806,,,,15928,,,,,,,13005,,,,,,,,16168,16667,,,,,,,,,,,,,,,,,,,,,,
1,16,"Robert Dyer",REP,County Council At Large,,,,,,,,,,,,,,7916,,,,,,,,7198,,,10114,8947,,,,3234,,,,,,,7613,,,,,,,,12093,12959,,,,,,,,,,,,,,,,,,,,,,
1,16,"Mark D. Fennel",REP,County Council At Large,,,,,,,,,,,,,,7793,,,,,,,,6989,,,9867,9007,,,,3134,,,,,,,7390,,,,,,,,12158,12747,,,,,,,,,,,,,,,,,,,,,,
1,16,"Brandon Rippeon",REP,County Council At Large,,,,,,,,,,,,,,7807,,,,,,,,6831,,,9702,8838,,,,3046,,,,,,,7394,,,,,,,,11874,12779,,,,,,,,,,,,,,,,,,,,,,
